qid,combined_count,residual_token_count,native_ndcg,native_recall,native_mrr,solr_ndcg,solr_recall,solr_mrr,native_hit_count,solr_hit_count
1575,3,3,0.6309297535714574,1,0.5,0.6309297535714574,1,0.5,3,10
1593,30,2,0.2855902880722746,0.13333333333333333,1,0.19562452230130184,0.13333333333333333,0.5,10,10
1630,7,2,0.31488013066763093,0.125,1,0.20483424751859086,0.125,0.3333333333333333,7,10
1635,4,4,0,0,0,0,0,0,4,10
1656,2,4,0.1467278441987201,0.029411764705882353,1,0,0,0,2,10
1689,18,6,0,0,0,0,0,0,10,10
1693,90,4,0.36983468388564966,0.375,0.2,0.37413628243405833,0.25,1,10,10
1697,576,5,0,0,0,0.11004588314904007,0.06666666666666667,0.3333333333333333,10,10
1713,247,5,0,0,0,0,0,0,10,10
1742,55,4,0,0,0,0,0,0,10,10
1748,2,6,0,0,0,0.22754936414140298,0.25,0.3333333333333333,2,10
1750,3,5,0,0,0,0.06625422345438903,0.03225806451612903,0.1111111111111111,3,10
1778,7,4,0.5637884576902256,0.25,1,0.7315449642824574,0.4375,1,7,10
1783,382,3,0,0,0,0.25469837558210445,0.08333333333333333,0.3333333333333333,10,10
1796,42,3,0.20483424751859086,0.16666666666666666,0.3333333333333333,0.31204907722178066,0.25,0.5,10,10
1801,234,3,0.5635848382100195,0.4,0.5,0.647312626648793,0.4666666666666667,0.5,10,10
1810,1,5,0,0,0,0,0,0,1,10
1813,3,4,0,0,0,0.09478836436955078,0.0625,0.25,3,10
1823,27,4,0,0,0,0,0,0,10,10
1829,44,4,0.13147032541923082,0.07142857142857142,0.25,0.4152807670887412,0.21428571428571427,1,10,10
1834,14,5,0.7877736340270853,0.25,1,0.8466624462998462,0.25,1,10,10
1835,2,2,0.2542008779489662,0.125,1,0.2542008779489662,0.125,1,2,8
1837,19,4,0,0,0,0,0,0,10,10
1840,22,4,0,0,0,0,0,0,10,10
1847,32,4,0,0,0,0.06649967000454629,0.06666666666666667,0.1,10,10
1848,2,6,0.1388624438735545,0.0625,0.5,0.2984900352767555,0.125,1,2,10
1855,43,4,0,0,0,0.3227266260473091,0.07692307692307693,0.25,10,10
1867,16,2,1,0.625,1,1,0.625,1,10,10
1882,133,3,0,0,0,0.02208474115146301,0,0,10,10
1883,456,2,0,0,0,0,0,0,10,10
1886,36,3,1,0.25,1,1,0.25,1,10,10
1887,429,3,0,0,0,0,0,0,10,10
1891,442,3,0,0,0,0,0,0,10,10
1897,14,5,0.5553402604779506,0.4375,0.3333333333333333,0.6111145532972241,0.375,1,10,10
1900,19,4,0,0,0,0,0,0,10,10
1903,128,4,0,0,0,0,0,0,10,10
1904,228,5,0.10520454171280792,0.125,0.1111111111111111,0.28773683183059473,0.1875,0.25,10,10
1910,613,4,0.0636207881989517,0.0625,0.1,0.08514311764162098,0.0625,0.2,10,10
1926,12,3,0,0,0,0.14187109415106738,0.06666666666666667,0.5,10,10
1940,45,2,0.5321923362337085,0.25,1,0.247248106317892,0.1875,0.3333333333333333,10,10
1949,27,3,0.27267015568947806,0.13333333333333333,0.14285714285714285,0.8516541459565584,0.3,1,10,10
1957,1,2,0.2357541930550393,0.06666666666666667,1,0.31433892407338576,0.13333333333333333,1,1,10
1960,74,3,0.7508691783654043,0.375,1,0.1390726996307995,0.125,0.125,10,10
1962,56,2,0,0,0,0,0,0,10,10
1973,21,3,0.43079102833470506,0.2,1,0.4459440643687563,0.2,1,10,10
1977,51,3,0,0,0,0.490222650816517,0.2,1,10,10
1988,24,3,0.35895421017163465,0.13333333333333333,1,0,0,0,10,10
1992,77,3,0.6332196796270028,0.29411764705882354,1,0.2816575879096918,0.17647058823529413,0.5,10,10
2000,59,2,0,0,0,0,0,0,10,10
2006,145,2,0,0,0,0.38852647257634365,0.17391304347826086,0.5,10,10
2029,9,3,0,0,0,0,0,0,9,10
2042,13,4,0.06649967000454629,0.0625,0.1,0.29655073104721996,0.125,1,10,10
2054,35,2,0,0,0,0.40853591842579556,0.1875,1,10,10
2067,14,2,0.6901022151042964,0.375,1,0.7340725783853697,0.375,1,10,10
2068,154,4,0,0,0,0.866947989864271,0.21621621621621623,1,10,10
2076,63,4,0,0,0,0.2186287669627102,0.125,0.25,10,10
2082,26,4,0.5637884576902256,0.26666666666666666,1,0.7116179486056782,0.4,1,10,10
2090,384,4,0,0,0,0.3683756341388872,0.25,0.3333333333333333,10,10
2091,205,4,0,0,0,0.2837125544970318,0.05128205128205128,1,10,10
2104,16,4,0.2850086565531944,0.4,0.14285714285714285,0.49500112883755076,0.5,0.5,10,10
2110,27,3,0,0,0,0,0,0,10,10
2113,229,3,0.23690530871965637,0.1875,0.2,0,0,0,10,10
2139,14,3,1,0.625,1,0.8482378089219647,0.5,1,10,10
2144,23,1,1,0.625,1,0.4977962688668735,0.3125,1,10,10
2164,690,3,0,0,0,0,0,0,10,10
2173,3,4,0.22009176629808014,0.02857142857142857,1,0.1388624438735545,0.02857142857142857,0.5,3,10
2176,103,3,0.7799082337019198,0.5625,0.5,0.4472539411173282,0.25,1,10,10
2197,26,4,0,0,0,0.1584091525685025,0.05263157894736842,0.25,10,10
2215,10,2,0.8889774708079637,0.5,1,0.7928074501067555,0.5,1,10,10
2223,57,3,0,0,0,0.5481351590340572,0.375,0.5,10,10
2226,1,5,0.22009176629808014,0.06666666666666667,1,0.4789085315124158,0.26666666666666666,1,1,10
2234,949,3,0.43621154230977444,0.42857142857142855,0.2,0.4472539411173282,0.2857142857142857,1,10,10
2244,1,4,0.22009176629808014,0.027777777777777776,1,0.24890832702259458,0.05555555555555555,0.5,1,10
2251,661,4,0,0,0,0,0,0,10,10
2260,3,4,0,0,0,0,0,0,3,10
2261,48,2,0,0,0,0.09382209734404523,0.09090909090909091,0.125,10,10
2262,1398,2,0,0,0,0,0,0,10,10
2286,3,2,0.3301376494471202,0.1,1,0.24890832702259458,0.1,0.5,3,10
2292,402,3,0.48248384544606815,0.4375,0.3333333333333333,0.05379908282997335,0.0625,0.14285714285714285,10,10
2303,4,5,0,0,0,0.11004588314904007,0.03333333333333333,0.3333333333333333,4,10
2310,30,4,0.12987501165334073,0.05405405405405406,0.1111111111111111,0.92663607790064,0.24324324324324326,1,10,10
2328,44,6,0,0,0,0.5370079586075637,0.13157894736842105,1,10,10
2331,390,3,0.2502706666690119,0.14285714285714285,0.3333333333333333,0.2357541930550393,0.07142857142857142,1,10,10
2333,56,3,0.22009176629808014,0.0625,1,0.09478836436955078,0.0625,0.25,10,10
2351,20,4,0,0,0,0.28634598975246917,0.05263157894736842,1,10,10
2353,72,4,0,0,0,0,0,0,10,10
2355,245,3,0.6410457898283652,0.20512820512820512,0.3333333333333333,0.20511666732794356,0.05128205128205128,0.5,10,10
2393,1310,3,0,0,0,0,0,0,10,10
2394,8,3,0.8701249883466592,0.7272727272727273,1,0.9363792118010483,0.8181818181818182,1,8,10
2395,19,3,1,0.2777777777777778,1,0.9052116356304492,0.25,1,10,10
2414,111,3,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,10,10
2431,14,2,0.6480786370851105,0.15789473684210525,1,0.7082209627553583,0.18421052631578946,1,10,10
2439,2,5,0.420027879946489,0.125,1,0.7349690220582439,0.375,1,2,10
2441,2,3,0.3141427378152049,0.125,1,0.7782052679592341,0.5,1,2,10
2459,953,2,0.07839826897867533,0.04,0.16666666666666666,0,0,0,10,10
2773,13,4,0.07394398245707663,0.06666666666666667,0.25,0,0,0,10,10
2774,10,5,0,0,0,0,0,0,10,10
2777,9,5,0.3913467369171712,0.1875,1,0.45679927708970486,0.1875,1,9,10
2784,22,4,0,0,0,0.44746651497614526,0.1875,1,10,10
2786,8,4,0.4690000933206747,0.1875,1,0.4690000933206747,0.1875,1,8,10
2787,6,6,0,0,0,0,0,0,6,10
2792,46,3,0,0,0,0.09523968061602288,0.058823529411764705,0.1111111111111111,10,10
2810,75,3,0,0,0,0,0,0,10,10
2817,104,4,0,0,0,0,0,0,10,10
2838,74,1,0,0,0,0,0,0,10,10
2847,8,3,0.7183627972686238,0.375,1,0.7125523635307983,0.375,1,8,10
2883,13,3,0.8630152897016881,0.6428571428571429,1,0.5994143399819541,0.5,0.5,10,10
2899,21,5,0.3266137839683667,0.16129032258064516,0.16666666666666666,0.797189611533217,0.25806451612903225,1,10,10
2915,34,4,0,0,0,0.933745776545611,0.6,1,10,10
2924,40,4,1,0.7142857142857143,1,0.6968404678259544,0.42857142857142855,1,10,10
2944,31,4,0.32986149526850284,0.14285714285714285,0.16666666666666666,0.72891152902702,0.2,1,10,10
2953,28,3,0.7967610662472991,0.4375,1,0.35266373843404347,0.25,0.3333333333333333,10,10
2966,5,1,0.2186287669627102,0.125,0.25,0.3024402401149683,0.125,0.5,5,5
2987,52,5,0,0,0,0.2336508082431053,0.05128205128205128,0.5,10,10
2989,2,5,0,0,0,0,0,0,2,10
3000,11,4,0.20904936749052636,0.1875,0.14285714285714285,0.1799314820111718,0.125,0.25,10,10
3006,30,4,0,0,0,0.1610425878239398,0.05128205128205128,0.25,10,10
3018,1,6,0,0,0,0.289883176024737,0.16666666666666666,0.5,1,10
3034,69,2,0.800693766409882,0.20588235294117646,1,0.514186364257749,0.14705882352941177,1,10,10
3038,3,3,0,0,0,0.06625422345438903,0.0625,0.1111111111111111,3,10
3044,107,4,0,0,0,0.46318965958284924,0.25,1,10,10
3048,14,4,0.8550956239938448,0.7777777777777778,1,0.7313676349198183,0.7777777777777778,1,10,10
3049,13,5,0.43621154230977444,0.17142857142857143,0.2,0.2777045025687933,0.11428571428571428,0.16666666666666666,10,10
3055,6,2,0.2583297509898471,0.08571428571428572,0.25,0.4440973278132556,0.08571428571428572,1,6,10
3085,2414,2,0,0,0,0.34369669139214537,0.1875,0.5,10,10
3088,3,4,0.28189666657366846,0.2,0.5,0.5336194105682829,0.4,1,3,10
3099,48,2,0.1427951440361373,0.125,0.14285714285714285,0,0,0,10,10
3101,19,2,0.8643145546088337,0.5,1,0.933745776545611,0.5625,1,10,10
3104,2,6,0.1388624438735545,0.0625,0.5,0.16815228646891084,0.125,0.25,2,10
3105,39,4,0,0,0,0.22009176629808014,0.05263157894736842,1,10,10
3107,3,2,0.5698664345004878,0.1875,1,0.7695833612957305,0.375,1,3,10
3108,316,3,0,0,0,0,0,0,10,10
3117,3,2,0.24890832702259458,0.125,0.5,0.49463965556280093,0.25,1,3,10
3128,20,2,0.2240055615151755,0.05,0.5,0.35895421017163465,0.05,1,10,10
3143,29,3,0,0,0,0,0,0,10,10
3146,109,3,0,0,0,0.14588900179744113,0.125,0.14285714285714285,10,10
3159,21,3,0.41761443305159,0.1875,0.5,0.5852832005322933,0.25,1,10,10
3162,138,2,0.26742619438551957,0.0625,1,0,0,0,10,10
3168,8,3,0.3915823049101415,0.2,1,0.34701127251255487,0.2,1,8,10
3172,452,2,0.3024402401149683,0.125,0.5,0.4902813563734525,0.1875,1,10,10
3176,36,2,0.4690000933206747,0.1875,1,0.1884441521277154,0.125,0.3333333333333333,10,10
3179,7,4,0.15176219107803537,0.13333333333333333,0.16666666666666666,0.5932711436208317,0.4,0.5,7,10
3190,184,3,0.6442227883107534,0.6363636363636364,0.5,0.6203974344166847,0.45454545454545453,1,10,10
3207,48,1,0.22009176629808014,0.0625,1,0.06943122193677725,0.0625,0.125,10,10
3222,16,4,0.08539139310228318,0.0625,0.25,0.14732849254514865,0.125,0.2,10,10
3223,2,5,0,0,0,0.640293831648171,1,0.5,2,10
3225,50,4,0,0,0,0.15176219107803537,0.125,0.16666666666666666,10,10
3251,406,2,0.0636207881989517,0.0625,0.1,0.06943122193677725,0.0625,0.125,10,10
3258,12,5,0.22009176629808014,0.02564102564102564,1,0,0,0,10,10
3268,24,2,0,0,0,0,0,0,10,10
3352,3,2,0,0,0,0,0,0,3,10
3567,32,4,0.716287445502968,0.5,0.5,0.21538297927698707,0.1875,0.16666666666666666,10,10
3574,1026,2,0,0,0,0.12301630188213636,0.125,0.2,10,10
3579,52,4,0.5637884576902256,0.25,1,0.19518900079066107,0.125,0.3333333333333333,10,10
3581,8,5,0,0,0,0,0,0,8,10
3602,9,3,0.16156892839789644,0.125,0.2,0.11502553052133685,0.0625,0.3333333333333333,9,10
3619,1,4,0.29740901205864334,0.0625,1,0.3828004051609265,0.125,1,1,10
3668,4,4,0,0,0,0.08514311764162098,0.07142857142857142,0.2,4,10
3673,121,3,0,0,0,0.48649183542828267,0.3125,0.5,10,10
3679,40,4,0.09684208768602304,0.0625,0.25,0.5501946573100127,0.3125,1,10,10
3682,57,5,0,0,0,0.08698786311329101,0.06666666666666667,0.2,10,10
3684,34,3,0,0,0,1,0.2702702702702703,1,10,10
3703,3,5,0.18764419468809046,0.06666666666666667,0.5,0.5301288977060752,0.26666666666666666,1,3,10
3714,29,3,0.6410457898283652,0.5,0.3333333333333333,0.7849818707050382,0.4375,1,10,10
3743,72,2,0.490222650816517,0.1875,1,0.4017016898199177,0.1875,1,10,10
3750,51,3,0,0,0,0.057313656277404236,0.0625,0.1,10,10
3762,41,3,0.42883980903376634,0.25,0.5,0.5957616317188125,0.3125,1,10,10
3764,42,5,0,0,0,0.1610425878239398,0.13333333333333333,0.25,10,10
3765,32,4,0,0,0,0.8611375561264454,0.23684210526315788,1,10,10
3770,37,4,0.6410457898283652,0.5,0.3333333333333333,0.39375843764607193,0.1875,1,10,10
3774,64,3,0,0,0,0,0,0,10,10
3782,200,5,0.0636207881989517,0.0625,0.1,0,0,0,10,10
3786,24,4,0.35106842466815336,0.3125,0.16666666666666666,1,0.625,1,10,10
3789,223,2,0,0,0,0.08514311764162098,0.0625,0.2,10,10
3795,82,2,0.5652120128307334,0.4666666666666667,0.3333333333333333,0.6027639586679572,0.4,0.5,10,10
3802,5,3,0.11004588314904007,0.0625,0.3333333333333333,0.2336508082431053,0.125,0.5,5,10
3803,44,2,0.8831268944789862,0.6,1,0.7058075148678526,0.4,1,10,10
3813,15,2,1,0.625,1,1,0.625,1,10,10
3814,5,6,0,0,0,0.04416948230292602,0.02702702702702703,0.1111111111111111,5,10
3821,1,3,0.18660113481564067,0.0625,1,0.18660113481564067,0.0625,1,1,10
3839,14,3,0.4361533373077281,0.13333333333333333,1,0.19871370648715753,0.13333333333333333,0.2,10,10
3844,34,3,1,0.25,1,0.716287445502968,0.2,0.5,10,10
3867,90,3,0.5023756245102127,0.1875,1,0.6039094289265273,0.25,1,10,10
3876,233,3,0,0,0,0.6570793954663647,0.46153846153846156,1,10,10
3877,111,3,0,0,0,0.24355227021012346,0.1875,0.25,10,10
3879,15,4,0.19930623359011798,0.23076923076923078,0.125,0.7791714369672127,0.5384615384615384,1,10,10
3895,241,2,0,0,0,0,0,0,10,10
3938,2,2,0.35895421017163465,0.125,1,0.7167674835027337,0.4375,1,2,10
3940,3,4,0.3222722491219546,0.14285714285714285,0.5,0.8347528992401554,0.6428571428571429,1,3,10
3954,54,3,0,0,0,0.34445239307233994,0.21052631578947367,0.3333333333333333,10,10
3972,265,2,0,0,0,0.1388624438735545,0.0625,0.5,10,10
3990,17,6,0.0636207881989517,0.025,0.1,0.18340980524840012,0.05,0.3333333333333333,10,10
3994,380,3,0.25430127623392856,0.18181818181818182,0.5,0.07495345472190745,0.09090909090909091,0.14285714285714285,10,10
4003,21,4,0.35106842466815336,0.125,0.16666666666666666,0.2793191675189575,0.1,0.2,10,10
4163,130,3,0,0,0,0,0,0,10,10
4169,386,3,0.07839826897867533,0.045454545454545456,0.16666666666666666,0,0,0,10,10
4183,3,6,0.14870450602932167,0.1,0.3333333333333333,0.6785008044950671,0.6,1,3,10
4192,11,4,0.967679081840876,1,1,0.6587628563364478,0.6666666666666666,0.3333333333333333,10,10
4200,96,2,0,0,0,0.6500332220485789,0.2692307692307692,0.5,10,10
4204,223,3,0,0,0,0.16421958630632802,0.1111111111111111,0.25,10,10
4212,17,2,0,0,0,0.21222636597291455,0.05,0.5,10,10
4225,3,4,0,0,0,0.4489265142892765,0.25,1,3,10
4241,404,2,0,0,0,0,0,0,10,10
4255,104,3,0,0,0,0,0,0,10,10
4274,7,3,0.746179970869783,0.4375,1,0.9547715182029446,0.625,1,7,10
4280,16,2,0,0,0,0.25505271647730476,0.14285714285714285,1,10,10
4295,1,1,0.29740901205864334,0.06666666666666667,1,0.29740901205864334,0.06666666666666667,1,1,1
4297,3,3,0,0,0,0.22009176629808014,0.0625,1,3,10
4300,2,3,0,0,0,0.048585413013099134,0.0625,0.1111111111111111,2,10
4301,1,3,0,0,0,0,0,0,1,10
4326,5,3,0.11502553052133685,0.0625,0.3333333333333333,0.1842778004295072,0.125,0.3333333333333333,5,10
4328,2,7,0.48252746084695286,0.2222222222222222,1,0.610496574679209,0.4444444444444444,1,2,10
4331,5,2,0,0,0,0,0,0,5,10
4340,1,4,0,0,0,0,0,0,1,10
4341,537,3,0,0,0,0,0,0,10,10
4353,229,3,0,0,0,0,0,0,10,10
4355,322,3,0.11091597368561495,0.06666666666666667,0.25,0.24833526963154454,0.13333333333333333,0.5,10,10
4375,2430,2,0,0,0,0,0,0,10,10
4380,254,2,0,0,0,0.08514311764162098,0.0625,0.2,10,10
4384,325,5,0.07839826897867533,0.0625,0.16666666666666666,0,0,0,10,10
4398,5,1,0,0,0,0,0,0,5,5
4413,5,3,0.3294762285921131,0.09090909090909091,0.5,0.48015139736843754,0.18181818181818182,1,5,10
4415,26,3,0.0636207881989517,0.02702702702702703,0.1,0.3312392961638527,0.10810810810810811,0.3333333333333333,10,10
4420,292,1,0.35106842466815336,0.3125,0.16666666666666666,0.2781981696179509,0.1875,0.3333333333333333,10,10
4422,5,2,0.6489315753318465,0.3125,1,0.5637884576902256,0.25,1,5,10
4429,1,2,0.22009176629808014,0.07142857142857142,1,0.2895229882348574,0.14285714285714285,1,1,10
4431,358,3,0,0,0,0,0,0,10,10
4433,131,2,0,0,0,0,0,0,10,10
4443,359,3,0.17616249294452554,0.21428571428571427,0.125,0.13698471029831175,0.14285714285714285,0.14285714285714285,10,10
4444,185,4,0.515889298427605,0.3,1,0.07637274466264242,0.1,0.125,10,10
4445,38,4,0.3799109563336586,0.15384615384615385,1,0.06350608830737939,0.07692307692307693,0.16666666666666666,10,10
4455,109,3,0.1388624438735545,0.0625,0.5,0.2735872697693364,0.1875,0.3333333333333333,10,10
4459,1,4,0,0,0,0.06625422345438903,0.0625,0.1111111111111111,1,10
4463,131,3,0.6489315753318465,0.3125,1,0.22009176629808014,0.0625,1,10,10
4477,77,6,0,0,0,0,0,0,10,10
4480,4,3,0,0,0,0,0,0,4,10
4588,23,1,0.12987501165334073,0.125,0.1111111111111111,0.4920062203073636,0.25,1,10,10
4589,19,2,0,0,0,0.3183191637810562,0.25,0.3333333333333333,10,10
4592,8,1,0.787291221417595,0.5,1,0.7425769714145167,0.5,1,8,8
4593,44,2,0,0,0,0.22009176629808014,0.0625,1,10,10
4594,27,2,0.3725907541108227,0.13513513513513514,0.2,0.5057958659478398,0.16216216216216217,0.5,10,10
4596,233,1,0,0,0,0,0,0,10,10
4618,4,4,0,0,0,0,0,0,4,10
4627,7,3,0.40652716006074996,0.13333333333333333,1,0.3278940735174565,0.13333333333333333,1,7,10
4628,31,4,0,0,0,0.2646202227274383,0.08823529411764706,0.3333333333333333,10,10
4635,278,4,0,0,0,0,0,0,10,10
4661,7,5,0.5931815595667076,0.46153846153846156,0.5,0.6761708295813625,0.46153846153846156,1,7,10
4668,251,2,0.3648553992629305,0.25,0.25,0.2841567750179705,0.1875,0.25,10,10
4676,23,4,0.22486036416572236,0.06666666666666667,1,0.4376670053923234,0.2,1,10,10
4680,66,2,0.20483424751859086,0.13333333333333333,0.3333333333333333,0.2735872697693364,0.2,0.3333333333333333,10,10
4690,47,3,0,0,0,0.34369669139214537,0.08571428571428572,0.5,10,10
4698,3,3,0.37519712029518015,0.18181818181818182,1,0.37519712029518015,0.18181818181818182,1,3,10
4704,225,4,0.16354138662029633,0.13333333333333333,0.2,0.1388624438735545,0.06666666666666667,0.5,10,10
4722,34,3,0,0,0,0.2710884709729799,0.2,0.3333333333333333,10,10
4729,3,3,0.5023756245102127,0.1875,1,0.45546761169581695,0.1875,1,3,10
4737,146,5,0,0,0,0.2578753740644927,0.1875,0.3333333333333333,10,10
4755,112,4,1,0.625,1,0.5727555047321237,0.3125,1,10,10
4771,5,3,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,5,10
4772,15,4,0.6489315753318465,0.35714285714285715,1,0.21408371436984164,0.21428571428571427,0.16666666666666666,10,10
4774,6,3,0.7790889382842405,0.4,1,0.9462059914695958,0.6,1,6,10
4778,2,2,0.39484136206016496,0.14285714285714285,1,0.515889298427605,0.21428571428571427,1,2,10
4781,43,3,0,0,0,0.07336392209936005,0.0625,0.14285714285714285,10,10
4782,349,3,0.07839826897867533,0.07142857142857142,0.16666666666666666,0.06625422345438903,0.07142857142857142,0.1111111111111111,10,10
4787,41,3,0.13133578718544378,0.14285714285714285,0.25,0,0,0,10,10
4793,40,5,0.1388624438735545,0.0625,0.5,0.15176219107803537,0.125,0.16666666666666666,10,10
4799,3,3,0.4690000933206747,0.07692307692307693,1,0.613652585753739,0.1282051282051282,1,3,10
4802,68,5,0,0,0,0.22009176629808014,0.02631578947368421,1,10,10
4803,131,4,0.25430127623392856,0.15384615384615385,0.5,0.17693896549758054,0.15384615384615385,0.25,10,10
4806,1,3,0.34323912424252423,0.16666666666666666,1,0.47602214300847034,0.3333333333333333,1,1,10
4807,6,4,0.08009687781155747,0.08333333333333333,0.16666666666666666,0.5145180505781558,0.3333333333333333,1,6,10
4817,1,4,0.29740901205864334,0.0625,1,0.6812018507157487,0.375,1,1,10
4820,14,5,0.27267015568947806,0.125,0.14285714285714285,0.576323354912681,0.15625,1,10,10
4821,5,5,0,0,0,0,0,0,5,10
4864,1,2,0,0,0,0,0,0,1,10
4946,429,3,0,0,0,0,0,0,10,10
4954,379,4,0,0,0,0,0,0,10,10
4956,15,4,0.023656361237707955,0,0,0,0,0,10,10
4972,4,3,0.34369669139214537,0.1875,0.5,0.5388856921828065,0.25,1,4,10
4975,41,3,0,0,0,0,0,0,10,10
4978,3,3,0.3126667288804499,0.05555555555555555,1,0.14833536055465485,0.05555555555555555,0.25,3,10
5007,32,3,0.35895421017163465,0.125,1,0.16815228646891084,0.125,0.25,10,10
5021,75,2,0.1388624438735545,0.0625,0.5,0,0,0,10,10
5027,105,2,0.9787930706003494,0.625,1,0.5708588662113934,0.375,0.5,10,10
5031,11,2,0,0,0,0,0,0,10,10
5034,26,3,0,0,0,0.0636207881989517,0.0625,0.1,10,10
5043,1,3,0,0,0,0.3529461582433961,0.3076923076923077,0.5,1,10
5048,1,3,0.2300510610426737,0.06666666666666667,1,0.2893816602237692,0.13333333333333333,1,1,10
5066,107,3,0.35106842466815336,0.3125,0.16666666666666666,0.34685330469621795,0.25,0.3333333333333333,10,10
5069,1006,2,0,0,0,0.0636207881989517,0.0625,0.1,10,10
5072,7,5,0,0,0,0,0,0,7,10
5075,1,3,0,0,0,0,0,0,1,10
5080,3,3,0,0,0,0,0,0,3,10
5081,76,2,0,0,0,0,0,0,10,10
5085,6,6,0,0,0,0,0,0,6,10
5115,3,1,0,0,0,0,0,0,3,3
5141,62,4,0,0,0,0,0,0,10,10
5142,8,5,0,0,0,0,0,0,8,10
5155,2,2,0,0,0,0,0,0,2,10
5158,8,3,0.5637884576902256,0.25,1,0.4228506620510153,0.3125,0.3333333333333333,8,10
5166,5,5,0.6489315753318465,0.3125,1,0.5302442049991306,0.375,0.5,5,10
5168,11,4,0.3725907541108227,0.13513513513513514,0.2,0.5904583928023536,0.21621621621621623,0.3333333333333333,10,10
5205,11,4,0.7799082337019198,0.23684210526315788,0.5,1,0.2631578947368421,1,10,10
5210,14,2,1,0.625,1,1,0.625,1,10,10
5216,6,4,0.22009176629808014,0.0625,1,0.22009176629808014,0.0625,1,6,10
5220,50,3,0.33995465748352,0.3333333333333333,0.5,0.1803791308352019,0.3333333333333333,0.1,10,10
5230,3,3,0,0,0,0.10947972420421868,0.05128205128205128,0.25,3,10
5231,16,2,0.800693766409882,0.4375,1,0.67269340399873,0.4375,1,10,10
5233,4,3,0.49910637925339735,0.08333333333333333,1,0.515889298427605,0.08333333333333333,1,4,10
5318,26,3,0.4690000933206747,0.25,1,0.3932783996463063,0.25,1,10,10
5319,211,2,0.24952641504388562,0.26666666666666666,0.14285714285714285,0.4440973278132556,0.2,1,10,10
